Month Import,state,county,US Region,Probability of Initial Transmission,Infections (Median),Infections (25th Percentile),Infections (75th Percentile),Proportion Infected (Median),Proportion Infected (25th Percentile),Proportion Infected (75th Percentile),Infected in Pregnancy (Median),Infected in Pregnancy (25th Percentile),Infected in Pregnancy (75th Percentile)
2,Kansas,Scott,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Scott,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Scott,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Scott,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Scott,MW,0.05,1,1,1,0.0002014,0.0002014,0.0002014,0,0,0
7,Kansas,Scott,MW,0.26,1.5,1,3,0.0003021,0.0002014,0.0006042,0,0,0
8,Kansas,Scott,MW,0.22,2,1,3,0.0004028,0.0002014,0.0006042,0,0,0
9,Kansas,Scott,MW,0.03,2,1.5,2,0.0004028,0.0003021,0.0004028,0,0,0
10,Kansas,Scott,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Scott,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Scott,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Sedgwick,MW,0.27,9,2,32.5,1.76E-05,3.91E-06,6.35E-05,0,0,0
7,Kansas,Sedgwick,MW,0.54,10,3,34,1.96E-05,5.86E-06,6.65E-05,0,0,0
8,Kansas,Sedgwick,MW,0.52,3,1,6.25,5.86E-06,1.96E-06,1.22E-05,0,0,0
9,Kansas,Sedgwick,MW,0.18,1,1,1,1.96E-06,1.96E-06,1.96E-06,0,0,0
10,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Sedgwick,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Seward,MW,0.12,1.5,1,3.25,6.48E-05,4.32E-05,0.0001404,0,0,0
7,Kansas,Seward,MW,0.38,3.5,1.25,8.75,0.0001512,5.40E-05,0.0003779,0,0,0
8,Kansas,Seward,MW,0.37,2,1,5,8.64E-05,4.32E-05,0.000216,0,0,0
9,Kansas,Seward,MW,0.07,1,1,2,4.32E-05,4.32E-05,8.64E-05,0,0,0
10,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Seward,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Shawnee,MW,0.23,5,1,13,2.80E-05,5.60E-06,7.27E-05,0,0,0
7,Kansas,Shawnee,MW,0.42,6,2,10,3.36E-05,1.12E-05,5.60E-05,0,0,0
8,Kansas,Shawnee,MW,0.45,3,2,5,1.68E-05,1.12E-05,2.80E-05,0,0,0
9,Kansas,Shawnee,MW,0.07,1,1,1,5.60E-06,5.60E-06,5.60E-06,0,0,0
10,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Shawnee,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Sheridan,MW,0.06,2,1,5.25,0.0007959,0.0003979,0.002089,0,0,0
7,Kansas,Sheridan,MW,0.34,2,1,3,0.0007959,0.0003979,0.001194,0,0,0
8,Kansas,Sheridan,MW,0.29,1,1,2,0.0003979,0.0003979,0.0007959,0,0,0
9,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
10,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Sheridan,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Sherman,MW,0.06,1.5,1,2.75,0.0002507,0.0001671,0.0004596,0,0,0
7,Kansas,Sherman,MW,0.19,2,1,3,0.0003342,0.0001671,0.0005013,0,0,0
8,Kansas,Sherman,MW,0.21,1,1,2,0.0001671,0.0001671,0.0003342,0,0,0
9,Kansas,Sherman,MW,0.04,1,1,1.5,0.0001671,0.0001671,0.0002507,0,0,0
10,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Sherman,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Smith,MW,0.08,1.5,1,3,0.0004049,0.0002699,0.0008097,0,0,0
7,Kansas,Smith,MW,0.24,2,1,3.25,0.0005398,0.0002699,0.0008772,0,0,0
8,Kansas,Smith,MW,0.23,2,1,2,0.0005398,0.0002699,0.0005398,0,0,0
9,Kansas,Smith,MW,0.05,1,1,2,0.0002699,0.0002699,0.0005398,0,0,0
10,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Smith,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Stafford,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Stafford,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Stafford,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Stafford,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Stafford,MW,0.01,4,4,4,0.0009441,0.0009441,0.0009441,0,0,0
6,Kansas,Stafford,MW,0.28,3.5,1,8.5,0.0008261,0.000236,0.002006,0,0,0
7,Kansas,Stafford,MW,0.54,4,2,9.75,0.0009441,0.000472,0.002301,0,0,0
8,Kansas,Stafford,MW,0.5,4,2,6,0.0009441,0.000472,0.001416,0,0,0
9,Kansas,Stafford,MW,0.11,2,1,2,0.000472,0.000236,0.000472,0,0,0
10,Kansas,Stafford,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Stafford,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Stafford,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Stanton,MW,0.07,1,1,3.5,0.0004824,0.0004824,0.001688,0,0,0
7,Kansas,Stanton,MW,0.18,2,1,3,0.0009648,0.0004824,0.001447,0,0,0
8,Kansas,Stanton,MW,0.1,1.5,1,2,0.0007236,0.0004824,0.0009648,0,0,0
9,Kansas,Stanton,MW,0.03,1,1,1,0.0004824,0.0004824,0.0004824,0,0,0
10,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Stanton,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Stevens,MW,0.12,2,1,3.25,0.0003444,0.0001722,0.0005597,0,0,0
7,Kansas,Stevens,MW,0.18,2,1.25,5,0.0003444,0.0002153,0.000861,0,0,0
8,Kansas,Stevens,MW,0.2,1,1,2,0.0001722,0.0001722,0.0003444,0,0,0
9,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
10,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Stevens,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Sumner,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Sumner,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Sumner,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Sumner,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Sumner,MW,0.06,1,1,3.25,4.25E-05,4.25E-05,0.0001381,0,0,0
6,Kansas,Sumner,MW,0.25,5,2,33,0.0002124,8.50E-05,0.001402,0,0,0
7,Kansas,Sumner,MW,0.56,7.5,2,14.25,0.0003187,8.50E-05,0.0006055,0,0,0
8,Kansas,Sumner,MW,0.52,4,2,6,0.00017,8.50E-05,0.0002549,0,0,0
9,Kansas,Sumner,MW,0.12,2,1,2.25,8.50E-05,4.25E-05,9.56E-05,0,0,0
10,Kansas,Sumner,MW,0.02,1,1,1,4.25E-05,4.25E-05,4.25E-05,0,0,0
11,Kansas,Sumner,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Sumner,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Thomas,MW,0.05,3,1,4,0.0003795,0.0001265,0.000506,0,0,0
7,Kansas,Thomas,MW,0.32,2,1,4,0.000253,0.0001265,0.000506,0,0,0
8,Kansas,Thomas,MW,0.2,1,1,2,0.0001265,0.0001265,0.000253,0,0,0
9,Kansas,Thomas,MW,0.04,1.5,1,2.25,0.0001898,0.0001265,0.0002846,0,0,0
10,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Thomas,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Trego,MW,0.1,1,1,2,0.0003415,0.0003415,0.0006831,0,0,0
7,Kansas,Trego,MW,0.31,2,1,4,0.0006831,0.0003415,0.001366,0,0,0
8,Kansas,Trego,MW,0.2,1,1,2,0.0003415,0.0003415,0.0006831,0,0,0
9,Kansas,Trego,MW,0.02,1.5,1.25,1.75,0.0005123,0.0004269,0.0005977,0,0,0
10,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Trego,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Wabaunsee,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Wabaunsee,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Wabaunsee,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Wabaunsee,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Wabaunsee,MW,0.01,1,1,1,0.0001438,0.0001438,0.0001438,0,0,0
6,Kansas,Wabaunsee,MW,0.12,2,1,5.25,0.0002877,0.0001438,0.0007552,0,0,0
7,Kansas,Wabaunsee,MW,0.31,2,1,3.5,0.0002877,0.0001438,0.0005035,0,0,0
8,Kansas,Wabaunsee,MW,0.19,2,1,4,0.0002877,0.0001438,0.0005754,0,0,0
9,Kansas,Wabaunsee,MW,0.07,1,1,1.5,0.0001438,0.0001438,0.0002158,0,0,0
10,Kansas,Wabaunsee,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Wabaunsee,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Wabaunsee,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Wallace,MW,0.02,2,2,2,0.001317,0.001317,0.001317,0,0,0
7,Kansas,Wallace,MW,0.17,1,1,3,0.0006583,0.0006583,0.001975,0,0,0
8,Kansas,Wallace,MW,0.13,1,1,2,0.0006583,0.0006583,0.001317,0,0,0
9,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
10,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Wallace,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Washington,MW,0.07,1,1,2,0.0001786,0.0001786,0.0003572,0,0,0
7,Kansas,Washington,MW,0.28,2,1,4,0.0003572,0.0001786,0.0007144,0,0,0
8,Kansas,Washington,MW,0.25,1,1,3,0.0001786,0.0001786,0.0005358,0,0,0
9,Kansas,Washington,MW,0.08,1,1,1.25,0.0001786,0.0001786,0.0002233,0,0,0
10,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Washington,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
6,Kansas,Wichita,MW,0.03,2,1.5,2,0.0009268,0.0006951,0.0009268,0,0,0
7,Kansas,Wichita,MW,0.22,2,1,3,0.0009268,0.0004634,0.00139,0,0,0
8,Kansas,Wichita,MW,0.14,1.5,1,2,0.0006951,0.0004634,0.0009268,0,0,0
9,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
10,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Wichita,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Wilson,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Wilson,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Wilson,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Wilson,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Wilson,MW,0.02,1.5,1.25,1.75,0.0001694,0.0001411,0.0001976,0,0,0
6,Kansas,Wilson,MW,0.22,4,2,7,0.0004516,0.0002258,0.0007903,0,0,0
7,Kansas,Wilson,MW,0.32,6.5,2,14,0.0007339,0.0002258,0.001581,0,0,0
8,Kansas,Wilson,MW,0.57,3,2,7,0.0003387,0.0002258,0.0007903,0,0,0
9,Kansas,Wilson,MW,0.15,1,1,2.5,0.0001129,0.0001129,0.0002823,0,0,0
10,Kansas,Wilson,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Wilson,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Wilson,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Woodson,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Woodson,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Woodson,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Woodson,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Woodson,MW,0.02,1,1,1,0.0003209,0.0003209,0.0003209,0.5,0.25,0.75
6,Kansas,Woodson,MW,0.2,2,1,5,0.0006418,0.0003209,0.001605,0,0,0
7,Kansas,Woodson,MW,0.48,6,2.75,11.25,0.001926,0.0008825,0.00361,0,0,0
8,Kansas,Woodson,MW,0.38,2.5,1,4.75,0.0008023,0.0003209,0.001524,0,0,0
9,Kansas,Woodson,MW,0.09,1,1,2,0.0003209,0.0003209,0.0006418,0,0,0
10,Kansas,Woodson,MW,0,0,0,0,0,0,0,0,0,0
11,Kansas,Woodson,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Woodson,MW,0,0,0,0,0,0,0,0,0,0
1,Kansas,Wyandotte,MW,0,0,0,0,0,0,0,0,0,0
2,Kansas,Wyandotte,MW,0,0,0,0,0,0,0,0,0,0
3,Kansas,Wyandotte,MW,0,0,0,0,0,0,0,0,0,0
4,Kansas,Wyandotte,MW,0,0,0,0,0,0,0,0,0,0
5,Kansas,Wyandotte,MW,0.02,2,1.5,2.5,1.22E-05,9.18E-06,1.53E-05,0,0,0
6,Kansas,Wyandotte,MW,0.27,2,1,6,1.22E-05,6.12E-06,3.67E-05,0,0,0
7,Kansas,Wyandotte,MW,0.54,5.5,2,19.5,3.37E-05,1.22E-05,0.0001194,0,0,0
8,Kansas,Wyandotte,MW,0.49,3,1,4,1.84E-05,6.12E-06,2.45E-05,0,0,0
9,Kansas,Wyandotte,MW,0.17,1,1,2,6.12E-06,6.12E-06,1.22E-05,0,0,0
10,Kansas,Wyandotte,MW,0.01,1,1,1,6.12E-06,6.12E-06,6.12E-06,0,0,0
11,Kansas,Wyandotte,MW,0,0,0,0,0,0,0,0,0,0
12,Kansas,Wyandotte,MW,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Adair,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Adair,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Adair,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Adair,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Adair,SE,0.02,3,2.5,3.5,0.0001577,0.0001314,0.0001839,0,0,0
6,Kentucky,Adair,SE,0.15,2,1,9,0.0001051,5.26E-05,0.000473,0,0,0
7,Kentucky,Adair,SE,0.51,7,2,19,0.0003679,0.0001051,0.0009985,0,0,0
8,Kentucky,Adair,SE,0.56,3,2,6,0.0001577,0.0001051,0.0003153,0,0,0
9,Kentucky,Adair,SE,0.22,1,1,2,5.26E-05,5.26E-05,0.0001051,0,0,0
10,Kentucky,Adair,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Adair,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Adair,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Allen,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Allen,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Allen,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Allen,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Allen,SE,0.04,6,2.5,14.5,0.0002907,0.0001211,0.0007025,0,0,0
6,Kentucky,Allen,SE,0.43,5,2.5,20,0.0002422,0.0001211,0.0009689,0,0,0
7,Kentucky,Allen,SE,0.54,11,3,21.75,0.0005329,0.0001453,0.001054,0,0,0
8,Kentucky,Allen,SE,0.55,6,3,15.5,0.0002907,0.0001453,0.0007509,0,0,0
9,Kentucky,Allen,SE,0.22,1,1,2,4.85E-05,4.85E-05,9.69E-05,0,0,0
10,Kentucky,Allen,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Allen,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Allen,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Anderson,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Anderson,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Anderson,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Anderson,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Anderson,SE,0.02,1,1,1,4.55E-05,4.55E-05,4.55E-05,0,0,0
6,Kentucky,Anderson,SE,0.3,4.5,2,27.75,0.0002047,9.10E-05,0.001263,0,0,0
7,Kentucky,Anderson,SE,0.52,8.5,3,17,0.0003867,0.0001365,0.0007734,0,0,0
8,Kentucky,Anderson,SE,0.56,3,1,8,0.0001365,4.55E-05,0.000364,0,0,0
9,Kentucky,Anderson,SE,0.23,1,1,1,4.55E-05,4.55E-05,4.55E-05,0,0,0
10,Kentucky,Anderson,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Anderson,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Anderson,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Ballard,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Ballard,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Ballard,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Ballard,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Ballard,SE,0.05,1,1,2,0.0001218,0.0001218,0.0002435,0,0,0
6,Kentucky,Ballard,SE,0.45,13,1,69,0.001583,0.0001218,0.008401,0,0,0
7,Kentucky,Ballard,SE,0.67,32,12.5,61,0.003896,0.001522,0.007427,0,0,0
8,Kentucky,Ballard,SE,0.6,5.5,2,15.25,0.0006697,0.0002435,0.001857,0,0,0
9,Kentucky,Ballard,SE,0.33,2,1,3,0.0002435,0.0001218,0.0003653,0,0,0
10,Kentucky,Ballard,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Ballard,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Ballard,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
6,Kentucky,Barren,SE,0.39,4,1,14.5,9.18E-05,2.30E-05,0.0003328,0,0,0
7,Kentucky,Barren,SE,0.58,11.5,4,26,0.0002639,9.18E-05,0.0005967,0,0,0
8,Kentucky,Barren,SE,0.63,2,1,7,4.59E-05,2.30E-05,0.0001607,0,0,0
9,Kentucky,Barren,SE,0.22,2,1,3,4.59E-05,2.30E-05,6.89E-05,0,0,0
10,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Barren,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
6,Kentucky,Bath,SE,0.23,4,2,18,0.0003271,0.0001635,0.001472,0,0,0
7,Kentucky,Bath,SE,0.54,5,2,7.75,0.0004089,0.0001635,0.0006337,0,0,0
8,Kentucky,Bath,SE,0.62,2,1,5,0.0001635,8.18E-05,0.0004089,0,0,0
9,Kentucky,Bath,SE,0.1,1,1,2,8.18E-05,8.18E-05,0.0001635,0,0,0
10,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Bath,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
6,Kentucky,Bell,SE,0.25,6,1,9,0.0002195,3.66E-05,0.0003292,0,0,0
7,Kentucky,Bell,SE,0.52,6,3,13.25,0.0002195,0.0001097,0.0004847,0,0,0
8,Kentucky,Bell,SE,0.43,3,2,6,0.0001097,7.32E-05,0.0002195,0,0,0
9,Kentucky,Bell,SE,0.12,1,1,1,3.66E-05,3.66E-05,3.66E-05,0,0,0
10,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Bell,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
5,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
6,Kentucky,Boone,SE,0.23,5,1.5,17,3.92E-05,1.18E-05,0.0001331,0,0,0
7,Kentucky,Boone,SE,0.61,5,2,17,3.92E-05,1.57E-05,0.0001331,0,0,0
8,Kentucky,Boone,SE,0.58,4,1,5.75,3.13E-05,7.83E-06,4.50E-05,0,0,0
9,Kentucky,Boone,SE,0.24,1,1,1,7.83E-06,7.83E-06,7.83E-06,0,0,0
10,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
11,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
12,Kentucky,Boone,SE,0,0,0,0,0,0,0,0,0,0
1,Kentucky,Bourbon,SE,0,0,0,0,0,0,0,0,0,0
2,Kentucky,Bourbon,SE,0,0,0,0,0,0,0,0,0,0
3,Kentucky,Bourbon,SE,0,0,0,0,0,0,0,0,0,0
4,Kentucky,Bourbon,SE,0,0,0,0,0,0,0,0,0,0
